"CLB","Fc.Type","Stock","Year","Agency","Mod"
"1601B","TRS","WSH",2016,70100,73333
"1601B","TRS","CWS",2016,30977,35176
"1601B","TRS","SUM",2016,93300,105748
"1601B","TRS","WCN",2016,41095,48034
"1601B","TRS","MCB",2016,101000,115632
"1601B","ESC","AKS",2016,0,7099
"1601B","ESC","FRL",2016,51903,57236
"1601B","ESC","GSQ",2016,0,26084
"1601B","ESC","GST",2016,0,7469
"1601B","ESC","NKS",2016,1324,1308
"1601B","ESC","STL",2016,299,346
"1601B","ESC","ORC",2016,119374,110710
"1601B","ESC","LYF",2016,12800,15912
"1702B","TRS","NTH",2017,104935,108254
"1702B","TRS","FRE",2017,184349,180300
"1702B","TRS","RBH+RBT",2017,163568,172885
"1702B","TRS","GSH",2017,11820,10414
"1702B","TRS","NKF",2017,21997,21922
"1702B","TRS","PSF+PSY",2017,144238,142320
"1702B","TRS","PSN",2017,8040,8901
"1702B","TRS","SKG",2017,14429,15947
"1702B","TRS","SNO",2017,3412,3775
"1702B","TRS","WCH",2017,47079,47587
"1702B","TRS","URB",2017,260000,253016
"1702B","TRS","SPR",2017,158400,158396
"1702B","TRS","BON",2017,24600,24297
"1702B","TRS","CWF",2017,67800,61429
"1702B","TRS","LRW",2017,12500,19063
"1702B","TRS","WSH",2017,40190,38756
"1702B","TRS","CWS",2017,21300,24763
"1702B","TRS","SUM",2017,63100,75738
"1702B","TRS","WCN",2017,36705,39456
"1702B","TRS","MCB",2017,45600,62130
"1702B","ESC","AKS",2017,0,4896
"1702B","ESC","FRL",2017,107065,112272
"1702B","ESC","GSQ",2017,39106,40981
"1702B","ESC","GST",2017,10639,11163
"1702B","ESC","NKS",2017,1291,1297
"1702B","ESC","STL",2017,266,360
"1702B","ESC","ORC",2017,87243,80529
"1702B","ESC","LYF",2017,8100,11091
"1804B","TRS","NTH",2018,101362,90891
"1804B","TRS","FRE",2018,156877,147972
"1804B","TRS","RBH+RBT",2018,158357,154182
"1804B","TRS","GSH",2018,11353,13423
"1804B","TRS","NKF",2018,25231,26637
"1804B","TRS","PSF+PSY",2018,202186,214806
"1804B","TRS","PSN",2018,9045,10149
"1804B","TRS","SKG",2018,12565,11765
"1804B","TRS","SNO",2018,3460,3825
"1804B","TRS","WCH",2018,47194,49042
"1804B","TRS","URB",2018,200100,156926
"1804B","TRS","SPR",2018,50100,49921
"1804B","TRS","BON",2018,11350,10695
"1804B","TRS","CWF",2018,51100,47467
"1804B","TRS","LRW",2018,7600,10044
"1804B","TRS","WSH",2018,56000,48533
"1804B","TRS","CWS",2018,10400,11384
"1804B","TRS","SUM",2018,67300,70635
"1804B","TRS","WCN",2018,33973,37884
"1804B","TRS","MCB",2018,40100,36423
"1804B","ESC","AKS",2018,0,4971
"1804B","ESC","FRL",2018,96147,93126
"1804B","ESC","GSQ",2018,49654,50676
"1804B","ESC","GST",2018,12162,16186
"1804B","ESC","NKS",2018,1389,1342
"1804B","ESC","STL",2018,1474,1421
"1804B","ESC","ORC",2018,68939,48149
"1804B","ESC","LYF",2018,6113,7603
"1905B","TRS","NTH",1999,154294,158590
"1905B","TRS","NTH",2000,188482,183161
"1905B","TRS","NTH",2001,212075,188519
"1905B","TRS","NTH",2002,147769,171811
"1905B","TRS","NTH",2003,165223,163367
"1905B","TRS","NTH",2004,153494,150690
"1905B","TRS","NTH",2005,132480,147180
"1905B","TRS","NTH",2006,151915,141081
"1905B","TRS","NTH",2007,123388,122329
"1905B","TRS","NTH",2008,112038,118720
"1905B","TRS","NTH",2009,126901,120724
"1905B","TRS","NTH",2010,114904,112226
"1905B","TRS","NTH",2011,95091,96560
"1905B","TRS","NTH",2012,81097,89096
"1905B","TRS","NTH",2013,96349,97038
"1905B","TRS","NTH",2014,97188,111713
"1905B","TRS","NTH",2015,154141,122676
"1905B","TRS","NTH",2016,102650,101994
"1905B","TRS","NTH",2017,56483,80257
"1905B","TRS","NTH",2018,92967,83262
"1905B","TRS","NTH",2019,84033,86376
"1905B","TRS","FRE",1999,105473,123458
"1905B","TRS","FRE",2000,116233,127023
"1905B","TRS","FRE",2001,154175,152205
"1905B","TRS","FRE",2002,189335,175574
"1905B","TRS","FRE",2003,191700,180358
"1905B","TRS","FRE",2004,147813,159878
"1905B","TRS","FRE",2005,135177,156155
"1905B","TRS","FRE",2006,203460,159855
"1905B","TRS","FRE",2007,110555,142746
"1905B","TRS","FRE",2008,149048,141479
"1905B","TRS","FRE",2009,136201,153467
"1905B","TRS","FRE",2010,203948,170138
"1905B","TRS","FRE",2011,161748,152835
"1905B","TRS","FRE",2012,77285,126789
"1905B","TRS","FRE",2013,165166,145423
"1905B","TRS","FRE",2014,159656,174060
"1905B","TRS","FRE",2015,236551,185448
"1905B","TRS","FRE",2016,126975,149393
"1905B","TRS","FRE",2017,105275,112814
"1905B","TRS","FRE",2018,84373,106511
"1905B","TRS","FRE",2019,138333,127373
"1905B","TRS","RBH+RBT",1999,105402,100461
"1905B","TRS","RBH+RBT",2000,39227,40584
"1905B","TRS","RBH+RBT",2001,89209,94202
"1905B","TRS","RBH+RBT",2002,167548,163848
"1905B","TRS","RBH+RBT",2003,217662,189036
"1905B","TRS","RBH+RBT",2004,261827,278797
"1905B","TRS","RBH+RBT",2005,157906,162473
"1905B","TRS","RBH+RBT",2006,197866,191936
"1905B","TRS","RBH+RBT",2007,121232,126804
"1905B","TRS","RBH+RBT",2008,99325,106800
"1905B","TRS","RBH+RBT",2009,92944,74371
"1905B","TRS","RBH+RBT",2010,95366,105130
"1905B","TRS","RBH+RBT",2011,163010,148960
"1905B","TRS","RBH+RBT",2012,81925,120175
"1905B","TRS","RBH+RBT",2013,181234,130255
"1905B","TRS","RBH+RBT",2014,121694,164013
"1905B","TRS","RBH+RBT",2015,209375,177656
"1905B","TRS","RBH+RBT",2016,172857,166945
"1905B","TRS","RBH+RBT",2017,187108,203630
"1905B","TRS","RBH+RBT",2018,181128,173805
"1905B","TRS","RBH+RBT",2019,195095,208973
"1905B","TRS","GSH",1999,23015,25716
"1905B","TRS","GSH",2000,21322,18495
"1905B","TRS","GSH",2001,29633,32496
"1905B","TRS","GSH",2002,22064,26271
"1905B","TRS","GSH",2003,21496,19207
"1905B","TRS","GSH",2004,20852,21321
"1905B","TRS","GSH",2005,25941,23479
"1905B","TRS","GSH",2006,22109,25544
"1905B","TRS","GSH",2007,12733,11118
"1905B","TRS","GSH",2008,12011,15437
"1905B","TRS","GSH",2009,13380,12971
"1905B","TRS","GSH",2010,11605,10702
"1905B","TRS","GSH",2011,11480,11200
